query_id;strategy;version;query_text;model;rank;document_id;document_title;score;relevant
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;vector;2;39;on the flow of a sonic stream past an airfoil surface .;0.22818683561185193;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;vector;3;958;air scooping vehicle .;0.22691873642324087;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;vector;4;1006;free-flight measurements of the static and dynamic .;0.19375409739817503;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;vector;5;1032;on the conservativeness of various distributed force systems .;0.1923551816869216;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;vector;6;974;approximate analysis of thrust vector control by fluid injection .;0.19117844660176295;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;vector;7;175;experiments with static tubes in a supersonic airstream .;0.1857921609278159;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;vector;8;345;"the interaction of shock waves with boundary layer
on a flat surface .";0.1758880970482064;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;vector;9;1107;"the flow field over blunted flat plates and its effect
on turbulent boundary growth and heat transfer at a
mach number of 4. 7.";0.1719707065856453;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;vector;10;764;"breathing vibrations of a circular shell with an internal
liquid .";0.17075462880863418;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;1;39;on the flow of a sonic stream past an airfoil surface .;12.554856632004297;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;2;958;air scooping vehicle .;12.194159189249064;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;3;345;"the interaction of shock waves with boundary layer
on a flat surface .";10.85891490511194;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;4;1006;free-flight measurements of the static and dynamic .;10.850502140960579;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;5;1032;on the conservativeness of various distributed force systems .;10.427080627950371;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;6;1107;"the flow field over blunted flat plates and its effect
on turbulent boundary growth and heat transfer at a
mach number of 4. 7.";10.331725236030346;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;7;330;taylor instability of finite surface waves .;10.216069350074996;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;8;692;"investigation of the jet effects on a flat surface downstream of the
exit of a simulated turbojet nacelle at a free-stream mach number of
2.02 .";10.053298856573962;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;9;693;"investigation of jet effects on a flat surface downstream of the exit of
 a simulated turbojet nacelle at a free-stream mach number of 1.39 .";10.021797247491168;False
216;remoção de termos funcionais;modified;wave system static pressure distribution liquid surface;bm25;10;1077;"a method of solution with tabulated results for the attached oblique
shock wave system for surfaces at various angles of attack, sweep, and
dihedral in an equilibrium real gas including the atmosphere .";9.730750622269316;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;1;496;"a theory of transonic aileron buzz, neglecting viscous
effects .";0.518738936491934;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;2;903;"two dimensional transonic unsteady flow with shock
waves .";0.23349666010852363;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;3;313;"on alternative forms for the basic equations of transonic
flow theory .";0.21931528277904627;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;4;643;"an investigation of wing-aileron flutter using ground
launched rocket models .";0.1860547793315406;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;5;507;energy equation approximations in fluid mechanics .;0.16329048190786025;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;6;199;"measurement of two dimensional derivatives on a wing-aileron-tab
system .";0.14729341958342254;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;7;520;"wing-tail interference as a cause of 'magnus' effects
on a finned missile .";0.14684760022026935;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;8;440;"compilation of information on the transonic attachment
of flows at the leading edge of airfoils .";0.14311840637302603;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;9;38;"on the prediction of mixed subsonic/supersonic pressure
distributions .";0.13779246263633432;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;vector;10;879;flutter model testing at transonic speeds .;0.12853252925881004;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;1;496;"a theory of transonic aileron buzz, neglecting viscous
effects .";25.623926461690196;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;2;903;"two dimensional transonic unsteady flow with shock
waves .";14.955611283622316;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;3;520;"wing-tail interference as a cause of 'magnus' effects
on a finned missile .";12.104412268610906;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;4;313;"on alternative forms for the basic equations of transonic
flow theory .";11.371935391591773;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;5;440;"compilation of information on the transonic attachment
of flows at the leading edge of airfoils .";9.717546967964925;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;6;643;"an investigation of wing-aileron flutter using ground
launched rocket models .";9.32166289673747;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;7;38;"on the prediction of mixed subsonic/supersonic pressure
distributions .";9.051458828110718;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;8;199;"measurement of two dimensional derivatives on a wing-aileron-tab
system .";9.003969278438026;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;9;880;the design and testing of supersonic flutter models .;8.63107698534095;False
13;encurtamento e priorização de termos técnicos;original;what is the basic mechanism of the transonic aileron buzz .;bm25;10;797;"a study of the effect of leading-edge modifications on the flow over
a 50degree sweptback wing at transonic speeds .";7.745635138721594;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;1;496;"a theory of transonic aileron buzz, neglecting viscous
effects .";0.558284681698823;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;2;903;"two dimensional transonic unsteady flow with shock
waves .";0.25129713502516754;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;3;643;"an investigation of wing-aileron flutter using ground
launched rocket models .";0.20023855151514927;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;4;507;energy equation approximations in fluid mechanics .;0.1757388318156346;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;5;199;"measurement of two dimensional derivatives on a wing-aileron-tab
system .";0.15852224323967024;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;6;38;"on the prediction of mixed subsonic/supersonic pressure
distributions .";0.1482969866570234;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;7;879;flutter model testing at transonic speeds .;0.13833112792819088;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;8;503;"theoretical prediction of the transonic characteristics
of airfoils .";0.12699240647995397;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;9;520;"wing-tail interference as a cause of 'magnus' effects
on a finned missile .";0.12574718959516398;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;vector;10;313;"on alternative forms for the basic equations of transonic
flow theory .";0.11910687278092782;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;1;496;"a theory of transonic aileron buzz, neglecting viscous
effects .";25.623926461690196;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;2;903;"two dimensional transonic unsteady flow with shock
waves .";14.955611283622316;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;3;643;"an investigation of wing-aileron flutter using ground
launched rocket models .";9.32166289673747;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;4;520;"wing-tail interference as a cause of 'magnus' effects
on a finned missile .";9.085431246020196;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;5;38;"on the prediction of mixed subsonic/supersonic pressure
distributions .";9.051458828110718;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;6;199;"measurement of two dimensional derivatives on a wing-aileron-tab
system .";9.003969278438026;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;7;507;energy equation approximations in fluid mechanics .;6.021751011978908;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;8;1268;"stable combustion of a high-velocity gas in a heated
boundary layer .";6.01489405152562;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;9;503;"theoretical prediction of the transonic characteristics
of airfoils .";5.767422848109193;False
13;encurtamento e priorização de termos técnicos;modified;transonic aileron buzz mechanism;bm25;10;468;a refinement of the linearised transonic flow theory .;5.758670516039417;False
